gene_id,log2FoldChange,pvalue
LYRM1,-0.304245866,0.017858654
LYRM2,-0.450446411,6.41195E-14
LYRM4,-0.226049777,5.57855E-05
LYRM7,-0.305412115,1.70076E-05
LYRM9,-0.700951296,0.000867844
LYSMD1,0.050185928,0.506577348
LYSMD2,-0.277087155,0.119005413
LYSMD3,0.115720766,0.046938865
LYSMD4,-0.064724677,0.605471267
LYST,-0.040348869,0.38179461
LYVE1,-0.784223519,0.580065733
LYZ,0.881873978,0.828893793
LYZL1,0.881873978,0.828893793
LYZL2,0.881873978,0.828893793
LZIC,0.154751122,0.02631421
LZTFL1,-0.000402273,0.996796118
LZTR1,-0.076327119,0.23993241
LZTS1,-2.910254005,0.330083472
LZTS2,0.416917911,6.25603E-13
LZTS3,0.55833288,3.61238E-08
M1AP,-0.944403698,0.008415529
M6PR,0.215446919,6.21677E-06
MAB21L1,-1.165813681,0.283958777
MAB21L2,0.129152921,0.59227066
MAB21L3,0.390850149,0.1109047
MAB21L4,1.099855247,0.267257294
MACF1,-0.106158357,7.26499E-05
MACIR,-0.084274738,0.297490197
MACO1,-0.401450816,9.82937E-07
MACROD1,-0.11300336,0.032390206
MACROD2,0.10992862,0.740197007
MACROH2A1,-0.168601729,7.99046E-07
MACROH2A2,0.449191248,0.62851817
MAD1L1,-0.25197776,0.005844506
MAD2L1,0.108412552,0.022076894
MAD2L1BP,-0.16810763,0.037949639
MAD2L2,0.526694034,1.04566E-15
MADCAM1,0.450489388,0.399272779
MADD,0.246021365,1.64712E-08
MAEA,-0.24127343,7.74357E-06
MAF1,0.041108586,0.355466613
MAFA,0.625934669,0.008448614
MAFB,0.256364956,0.0285961
MAFF,0.946141705,1.35102E-22
MAFG,0.771167343,2.0517E-45
MAFK,-0.055947377,0.3881463
MAG,-1.026400552,0.161162502
MAGEA1,3.576583778,0.089834353
MAGEA10,-1.07670321,0.504366093
MAGEA11,-0.079896567,0.982546482
MAGEA2B,-1.041679374,0.798503768
MAGEA3,0.05572075,0.321893012
MAGEA4,0.881873978,0.828893793
MAGEA6,-0.055474509,0.349930993
MAGEA8,-3.234487196,0.204041287
MAGEB1,-0.586427417,0.040131542
MAGEB17,1.375014812,0.321189553
MAGEB2,0.064100268,0.246292012
MAGEB3,-0.300667408,0.723000995
MAGEB6,-1.041679374,0.798503768
MAGEC2,-1.041679374,0.798503768
MAGEC3,-1.041679374,0.798503768
MAGED1,0.024571583,0.826519106
MAGED2,0.093218953,0.001741639
MAGEF1,-0.414015843,2.61483E-11
MAGEH1,2.413706606,0.268930798
MAGI1,-0.260039019,0.002162995
MAGI2,0.881873978,0.828893793
MAGI3,-0.147499249,0.021891032
MAGIX,0.148173711,0.601445481
MAGOH,0.131061107,0.137436488
MAGOHB,-1.024277825,6.39975E-35
MAGT1,0.276785146,2.98798E-08
MAIP1,-0.222759784,0.044324701
MAJIN,-1.49190266,0.33581684
MAK,0.243868259,0.012047274
MAK16,-0.349221215,1.01791E-08
MAL2,-0.020990379,0.772125659
MALL,4.333652681,0.204579116
MALRD1,0.881873978,0.828893793
MALSU1,0.132714024,0.087024297
MALT1,0.114471407,0.021546263
MAMDC2,-0.388608184,0.001543555
MAMDC4,0.006335411,0.964694376
MAML1,0.001242338,0.978043071
MAML2,0.172790236,0.002047425
MAML3,-0.689701001,4.57306E-14
MAMLD1,-0.153511295,0.065141471
MAMSTR,0.46829537,0.051409734
MAN1A1,1.236855226,7.95624E-13
MAN1A2,0.138368633,2.93925E-05
MAN1B1,-0.00625326,0.904215977
MAN1C1,0.831997135,0.006664909
MAN2A1,0.158499567,1.11496E-05
MAN2A2,0.393239576,1.44415E-28
MAN2B1,0.054392161,0.280987128
MAN2B2,0.141206177,0.022019199
MAN2C1,0.022905827,0.770859306
MANBA,0.060063756,0.240174188
MANBAL,0.084505475,0.228549209
MANEA,-0.155516179,0.038308445
MANEAL,-0.149783633,0.137527571
MANF,1.766873424,0
MANSC1,-0.578976692,0.046002402
MANSC4,-1.347413178,0.003236565
MAOA,-0.402605986,0.283998468
MAOB,-0.290093793,0.021748276
MAP1A,0.684178152,0.006571809
MAP1B,-2.699409965,2.24477E-48
MAP1LC3A,-0.430148006,0.506265749
MAP1LC3B,0.244387715,2.90028E-07
MAP1LC3B2,0.124347449,0.652318963
MAP1S,0.369244334,2.72405E-06
MAP2,0.296768475,0.642150014
MAP2K1,0.287561054,6.50303E-10
MAP2K2,0.25847696,1.31055E-07
MAP2K3,0.288734455,8.38145E-05
MAP2K4,-0.0788003,0.224491097
MAP2K5,-0.110020575,0.055704949
MAP2K6,-1.093128824,9.56975E-55
MAP2K7,0.468756113,1.6862E-19
MAP3K1,0.123803341,0.029450764
MAP3K10,0.1393842,0.144680978
MAP3K11,0.378105385,3.59692E-11
MAP3K12,0.050002744,0.507235693
MAP3K13,0.180089687,0.072972145
MAP3K14,0.142097481,0.065897596
MAP3K15,-0.578786358,0.268319105
MAP3K19,-0.292362066,0.712250329
MAP3K2,-0.127848984,0.003762047
MAP3K20,0.315939591,4.49905E-17
MAP3K21,0.055542498,0.223138415
MAP3K3,0.338551216,2.07564E-11
MAP3K4,-0.038271544,0.497904299
MAP3K5,0.12936101,0.007363734
MAP3K6,0.449628302,1.11694E-13
MAP3K7,0.241768898,8.30185E-09
MAP3K7CL,0.046574434,0.308069551
MAP3K8,0.339194045,1.96525E-05
MAP3K9,0.593955867,4.12388E-29
MAP4,-0.096847084,0.000305759
MAP4K1,-1.247987176,0.128919382
MAP4K2,0.162608574,0.014890071
MAP4K3,-0.232225278,0.00019997
MAP4K4,-0.06694554,0.102247269
MAP4K5,-0.211816622,4.04151E-05
MAP6D1,-0.386913608,0.00841772
MAP7,-0.53456774,5.07538E-39
MAP7D1,0.180295851,0.00026968
MAP7D2,0.734350486,0.08736621
MAP7D3,0.004760606,0.923439355
MAPK1,-0.094782321,0.012231826
MAPK10,-1.708731901,0.000255064
MAPK11,0.273871854,0.315100549
MAPK12,-0.075454638,0.373516327
MAPK13,0.535827954,3.85585E-06
MAPK14,-0.103364543,0.010712478
MAPK15,-0.255660383,0.071746843
MAPK1IP1L,-0.356396819,2.58068E-18
MAPK3,0.417273204,2.18373E-12
MAPK4,-0.419979905,3.2051E-13
MAPK6,0.078773957,0.071128101
MAPK7,0.512005027,2.92605E-08
MAPK8,-0.129564219,0.050983008
MAPK8IP1,0.641279198,0.023938936
MAPK8IP2,0.140164855,0.768586723
MAPK8IP3,-0.202751663,0.001472548
MAPK9,0.126335032,0.00085909
MAPKAP1,-0.079837077,0.050313607
MAPKAPK2,0.095728861,0.020467409
MAPKAPK3,0.026702797,0.67736648
MAPKAPK5,-0.264882758,2.79233E-08
MAPKBP1,-0.135417261,0.086280982
MAPRE1,0.142011317,0.000440977
MAPRE2,0.157249693,0.061123858
MAPRE3,0.200325508,0.059998744
MAPT,0.288999611,2.63408E-05
MARCHF1,-0.272675284,0.000511866
MARCHF10,-1.80865585,0.001833203
MARCHF2,0.315408588,0.013410172
MARCHF3,0.232818268,0.025268631
MARCHF4,0.338457344,0.851273184
MARCHF5,-0.012709444,0.852563369
MARCHF6,0.084218051,0.003006557
MARCHF7,0.030158941,0.519738762
MARCHF8,-0.211682245,0.001073416
MARCHF9,0.401248724,8.14576E-05
MARCKS,-0.360969994,1.62804E-17
MARCKSL1,-0.356173685,0.003066519
MARCO,0.881873978,0.828893793
MARCOL,-0.587709829,0.14933844
MARF1,0.371383126,1.06493E-21
MARK1,-0.060631396,0.493330544
MARK2,0.150399985,0.009957686
MARK3,0.094901642,0.013106735
MARK4,0.32168861,0.009346982
MARS1,-0.386243892,2.2267E-16
MARS2,-0.246775463,0.055630287
MARVELD1,-0.17793333,0.001136931
MARVELD2,-0.1068523,0.351323085
MARVELD3,-0.098643609,0.732453713
MAS1,0.881873978,0.828893793
MASP1,0.598034658,0.000211384
MASP2,0.180603682,0.242759765
MAST1,1.36679599,3.97816E-08
MAST2,0.41497401,8.45201E-27
MAST3,0.215473733,0.00264799
MAST4,0.280295442,0.002017169
MASTL,0.549824105,1.41197E-28
MAT1A,0.881873978,0.828893793
MAT2A,0.081425209,0.015895587
MAT2B,0.032961706,0.434500947
MATK,-0.32506212,1.84599E-07
MATN1,-0.212940994,0.496167975
MATN2,0.408353495,6.25891E-05
MATN3,0.268919943,0.725355678
MATN4,-0.445066345,0.581037176
MATR3,0.003686072,0.901145918
MAU2,-0.151687561,0.025224132
MAVS,-0.237616676,2.49466E-08
MAX,-0.082835571,0.119151223
MAZ,-0.131293009,0.00088077
MB,0.554530195,3.9641E-08
MB21D2,-0.119267512,0.302053274
MBD1,0.307405309,1.53371E-09
MBD2,0.033685904,0.514649265
MBD3,-0.356202226,6.47474E-10
MBD4,-0.216163948,7.31925E-06
MBD5,-0.534039873,4.21286E-10
MBD6,-0.049386826,0.437568651
MBIP,-0.10601453,0.245071659
MBLAC1,-0.261361984,0.370301322
MBLAC2,-1.208820919,3.0594E-28
MBNL1,-0.206065507,3.71841E-11
MBNL2,0.124405084,0.000312115
MBNL3,-1.178153489,1.8911E-134
MBOAT1,0.098716165,0.104020324
MBOAT2,0.353441263,7.73901E-06
MBOAT4,-0.421267469,0.624113896
MBOAT7,0.404681199,6.24308E-21
MBP,0.157868062,0.061667478
MBTD1,-0.493581366,1.49437E-19
MBTPS1,-0.055650945,0.087739298
MBTPS2,-0.584036127,4.58666E-33
MC1R,-0.719881955,1.86989E-08
MCAM,0.012020374,0.745760795
MCAT,-0.196077883,0.014157369
MCC,0.037457024,0.615973411
MCCC1,-0.045931906,0.445661682
MCCC2,-0.28144691,2.32727E-10
MCCD1,0.118830298,0.767919848
MCEE,-0.149482509,0.048420183
MCEMP1,0.815763798,0.535570855
MCF2,-0.774499007,0.148398132
MCF2L,-0.746566541,5.8383E-78
MCF2L2,-0.032380594,0.69635763
MCFD2,0.103113538,0.002316728
MCHR1,-0.132029354,0.948106275
MCHR2,-1.041679374,0.798503768
MCIDAS,-1.103186415,2.49588E-10
MCL1,-0.031711552,0.230520583
MCM10,0.506366098,2.81071E-24
MCM2,-0.085476971,0.020718929
MCM3,0.124968351,2.21723E-05
MCM3AP,-0.101863762,0.005434291
MCM4,0.106712935,6.46791E-05
MCM5,0.051872338,0.17271542
MCM6,-0.051835941,0.111046661
MCM7,0.193349765,2.82462E-08
MCM8,0.151833581,0.000396481
MCM9,-0.113288053,0.050922212
MCMBP,0.138660255,0.000286024
MCMDC2,-0.056333856,0.372338579
MCOLN1,-0.404284602,1.7408E-06
MCOLN2,-0.140615736,0.12578549
MCOLN3,-2.017482043,0.000133228
MCPH1,0.197217325,0.006643166
MCRIP1,-0.230165297,0.376122719
MCRIP2,-0.172622653,0.079902776
MCRS1,-0.017065517,0.709323394
MCTP1,-0.534694196,1.49604E-12
MCTP2,-0.278205399,2.70684E-09
MCTS1,-0.196802577,1.72238E-05
MCTS2P,-0.428677271,9.91597E-07
MCU,0.159831664,0.000579779
MCUB,-0.167604693,0.183955753
MCUR1,0.105618506,0.066023228
MDC1,0.15197649,0.000120497
MDFI,-0.268109358,0.360187992
MDFIC,-0.076626286,0.202942461
MDGA1,0.682163296,0.216539359
MDH1,0.159860253,2.0915E-06
MDH1B,0.263786274,0.837836122
MDH2,0.076647954,0.069903126
MDK,1.13059127,0.019941067
MDM1,-0.271599127,0.000576639
MDM2,-0.272344438,6.63406E-14
MDM4,-0.268649377,5.66302E-10
MDN1,-0.244630967,2.3246E-15
MDP1,-0.079464925,0.827062121
ME1,0.13710249,0.000512183
ME2,-0.775411743,3.13629E-26
ME3,0.098061137,0.119661294
MEA1,0.267597525,6.81442E-05
MEAF6,0.021866027,0.738124498
MEAK7,0.335539893,2.02143E-07
MECOM,-0.668118886,1.45615E-14
MECP2,-0.127011337,0.008929199
MECR,-0.401532858,2.31675E-07
MED1,0.116162683,0.000167575
MED10,0.180584878,0.03732216
MED11,-0.021941854,0.848781865
MED12,-0.378107781,2.74039E-15
MED12L,0.219239376,0.134739998
MED13,-0.143482671,2.10206E-05
MED13L,-0.458349496,5.78043E-47
MED14,-0.043670769,0.267936728
MED15,-0.188250153,1.64975E-05
MED16,0.153352892,0.078122831
MED17,-0.245028643,3.06172E-06
MED18,-0.236458389,0.052276714
MED19,0.077837007,0.477933894
MED20,0.63500712,6.15985E-17
MED21,-0.096585214,0.070922689
MED22,-0.007011335,0.901375808
MED23,-0.165674997,1.9326E-05
MED24,0.317574427,1.31045E-12
MED25,0.046898636,0.355434378
MED26,0.13832496,0.200253263
MED27,0.330093274,0.000105879
MED28,-0.134864111,0.004922019
MED29,-0.064950628,0.431806843
MED30,0.277769844,0.091180915
MED31,0.392926914,0.000849993
MED4,-0.108134004,0.063257295
MED6,0.131191752,0.094332097
MED7,-0.223709709,0.17879231
MED8,0.15363265,0.002594625
MED9,0.275289081,0.002053634
MEDAG,-1.951000153,0.582220408
MEF2A,0.117845666,0.037978949
MEF2B,0.072929867,0.955877925
MEF2C,-0.158701017,0.327514128
MEF2D,0.180795896,2.41856E-05
MEFV,1.981829752,0.01323054
MEGF10,-0.984279023,0.733978028
MEGF11,0.227023164,0.050808347
MEGF6,-0.763711428,4.46094E-24
MEGF8,-0.859180265,8.0939E-27
MEGF9,0.200852313,3.98331E-05
MEI1,0.172269811,0.805650043
MEI4,-1.0173694,0.74132363
MEIG1,-1.387410327,0.249078436
MEIOB,-1.412859376,0.066251845
MEIOC,-0.602692059,0.055263191
MEIOSIN,0.411617135,0.62871527
MEIS1,0.014042689,0.877571279
MEIS2,-0.369195628,0.00044433
MEIS3,0.343089583,0.23662237
MELK,0.25600234,8.21995E-10
MELTF,0.150652042,0.17074321
MEMO1,-0.243794194,0.002349833
MEN1,-0.205966222,0.00208523
MEOX1,-0.282935788,0.056358899
MEP1A,0.881873978,0.828893793
MEP1B,0.917828772,0.592364607
MEPCE,0.146796523,0.010109787
MERTK,2.599891669,0.022163731
MESD,-0.024220677,0.677218263
MESP1,0.397172768,0.005390501
MESP2,0.42202571,0.185969638
MEST,-0.058425219,0.132802069
MET,-0.380441145,4.9827E-44
METAP1,-0.011549765,0.79567847
METAP1D,-0.645514401,1.35301E-07
METAP2,-0.468651574,2.6368E-32
METRN,-0.071251794,0.458992121
METRNL,-0.195738547,0.005010145
METTL1,-0.006089944,0.942792365
METTL13,0.061331434,0.28582563
METTL14,0.044172146,0.452502718
METTL15,0.204225044,0.00053967
METTL16,0.007083963,0.873866183
METTL17,0.201815904,9.72168E-07
METTL18,-0.381865362,0.016680778
METTL21A,-0.106359703,0.241082479
METTL21C,0.049358943,0.809864546
METTL22,0.251173609,0.000162313
METTL23,-0.238175354,0.000221669
METTL24,-1.863333813,0.104786373
METTL25,-0.615886546,1.20297E-05
METTL25B,0.036553438,0.531444283
METTL26,-0.17025797,0.010940183
METTL27,-0.124266867,0.388639635
METTL2A,-0.189495628,0.003363871
METTL2B,-0.019639169,0.6948952
METTL3,-0.035079446,0.464607325
METTL4,0.296768051,0.000255048
METTL5,0.139785999,0.101421271
METTL6,-0.347202243,5.29504E-06
METTL7A,-0.121359952,0.000581425
METTL7B,0.881873978,0.828893793
METTL8,-0.546351935,1.38048E-19
METTL9,-0.095947708,0.033435194
MEX3A,0.030519973,0.783094473
MEX3B,0.442490491,0.068153194
MEX3C,0.114023708,0.040886496
MEX3D,0.303594117,0.00023963
MFAP1,0.195666812,0.001577015
MFAP2,0.224036838,0.120751941
MFAP3,0.092397165,0.058842092
MFAP3L,-0.264086302,0.293559822
MFAP4,0.759978672,0.000486213
MFAP5,-0.295891574,0.000699961
MFF,0.285574891,5.69335E-07
MFGE8,0.969573872,7.32611E-08
MFHAS1,0.064325547,0.426500489
MFN1,-0.016510292,0.688446363
MFN2,0.520718623,1.23038E-39
MFNG,0.411958193,0.075721577
MFSD1,-0.08914833,0.110322446
MFSD10,0.43637805,9.98167E-07
MFSD11,-0.397248497,1.90256E-07
MFSD12,-0.092244437,0.001817057
MFSD13A,0.209677698,0.102498264
MFSD14A,-0.053596967,0.270043243
MFSD14B,-0.020543718,0.639739601
MFSD2A,1.518052446,1.05888E-24
MFSD2B,0.338194689,0.209578098
MFSD3,-0.303007276,6.11553E-05
MFSD4A,-0.185988847,0.431157298
MFSD4B,-0.357682478,1.11411E-12
MFSD5,0.006572314,0.928553969
MFSD6,-0.389748434,1.54918E-08
MFSD8,-0.150154712,0.079593929
MFSD9,0.075069092,0.540354239
MGA,-0.182051407,5.05764E-09
MGAM,-2.503538802,0.45096126
MGARP,-0.909132842,0.415351884
MGAT1,0.1069156,0.011906092
MGAT2,-0.047398478,0.444658412
MGAT3,1.034814824,0.337477445
MGAT4A,0.830948045,0.000199345
MGAT4B,0.238538746,3.5367E-08
MGAT4C,1.752449806,0.632632845
MGAT4D,0.881873978,0.828893793
MGAT5,0.402415829,2.74748E-13
MGAT5B,-0.768131541,9.20504E-19
MGLL,0.06643272,0.178402242
MGME1,-0.210176734,0.000211128
MGMT,0.073176148,0.909617708
MGP,-0.278700339,0.714680466
MGRN1,0.30664961,2.81693E-06
MGST1,-0.015957831,0.615431727
MGST2,-0.227437695,0.000896847
MGST3,0.210334208,0.000499783
MIA,3.123077863,0.22308927
MIA2,0.235854731,1.93226E-06
MIA3,-0.000832599,0.977758171
MIB1,0.018464968,0.509522185
MIB2,0.493029285,4.6954E-10
MICA,0.660127875,6.12725E-54
MICAL1,0.302442685,0.001636293
MICAL2,0.966729756,1.703E-118
MICAL3,-0.054215332,0.166803777
MICALL1,-0.028425294,0.696094169
MICALL2,0.083181869,0.392165923
MICB,0.579668356,2.05715E-24
MICOS10,-0.583093956,2.79556E-12
MICOS10-NBL1,0.300598063,0.361251471
MICOS13,-0.060881183,0.548625444
MICU1,0.156330718,0.000150649
MICU2,-0.256614062,0.000825567
MID1,-0.061714798,0.094865563
MID1IP1,-0.458312821,5.25085E-17
MID2,-0.101784649,0.052573814
MIDEAS,0.255912377,6.96985E-11
MIDN,0.243649179,1.2666E-07
MIEF1,0.104911291,0.0926584
MIEF2,0.061640604,0.608671614
MIEN1,0.405195722,1.61561E-08
MIER1,-0.112886474,0.008905098
MIER2,0.329710602,3.03549E-06
MIER3,0.135549369,0.066993871
MIF,0.089584661,0.02428206
MIF4GD,0.018571146,0.804980018
MIGA1,-0.100732692,0.025136045
MIGA2,0.181925695,0.02823228
MIIP,0.423816002,2.16986E-07
MILR1,-0.609064066,0.083663624
MINAR1,-0.485593374,3.35488E-05
MINDY1,0.028627693,0.72601743
MINDY2,0.147112203,0.058944127
MINDY3,-0.258031585,0.000118368
MINDY4,0.033186826,0.792884974
MINDY4B,-1.169654164,0.151606278
MINK1,0.332742386,1.45733E-23
MINPP1,-0.115879847,0.199487956
MIOS,-0.283641329,8.15071E-05
MIOX,0.353524422,0.859005817
MIP,0.900768109,0.597362807
MIPEP,-0.083360995,0.30474492
MIPOL1,-0.304916482,1.66112E-05
MIS12,0.502766892,2.96712E-26
MIS18A,0.333642007,0.000136022
MIS18BP1,-0.140841302,0.001626747
MISP,-0.228109762,2.84647E-08
MISP3,0.674519695,0.000506353
MITD1,0.018256299,0.873731619
MITF,-0.263464597,0.00013192
MIX23,0.21804245,0.003586943
MIXL1,0.651850806,0.101631041
MKI67,0.101148309,7.22224E-05
MKKS,-0.210010129,0.000759832
MKLN1,0.020227429,0.571997623
MKNK1,-0.133668923,0.034014391
MKNK2,0.406526162,1.79892E-21
MKRN1,0.252163774,3.77711E-10
MKRN2,0.309584141,2.40611E-08
MKRN2OS,-0.638387061,1.85398E-05
MKRN3,0.048889823,0.692704268
MKS1,-0.002965694,0.965750327
MKX,-0.072940776,0.586878634
MLANA,-0.257771818,0.199436839
MLC1,-0.664305076,0.666301179
MLEC,0.643509762,1.66175E-100
MLF1,0.69420438,4.80736E-18
MLF2,0.387834115,3.8096E-28
MLH1,-0.272312022,1.29111E-05
MLH3,-0.61280367,1.85978E-26
MLKL,-0.305967225,1.47357E-06
MLLT1,-0.593957623,4.8277E-56
MLLT10,-0.24651488,2.97882E-07
MLLT11,-1.548441063,1.42315E-09
MLLT3,-0.042167744,0.403809889
MLLT6,-0.028505784,0.369213803
MLN,-3.277362325,0.162373217
MLNR,0.793327395,0.788020437
MLPH,0.197122378,0.047354621
MLST8,-0.00290628,0.971190256
MLX,-0.209534854,0.00070665
MLXIP,-0.354429161,6.22382E-21
MLXIPL,0.063383918,0.489692666
MLYCD,-0.352509721,0.005976943
MMAA,-0.012841336,0.957994393
MMAB,-0.200628327,0.000995556
MMACHC,-0.416131046,7.99111E-07
MMADHC,-0.02943843,0.599753685
MMD,0.65017363,3.104E-13
MME,0.612965557,6.95358E-18
MMEL1,1.108864161,0.455139812
MMGT1,0.05078147,0.373178644
MMP10,-2.503538802,0.45096126
MMP11,0.216678291,0.353453422
MMP12,-0.07989646,0.982436139
MMP13,-0.072453604,0.715603928
MMP14,-0.439207792,0.111128496
MMP15,0.562647717,1.26589E-26
MMP17,-0.058976139,0.910747836
MMP19,-0.176541047,0.192977655
MMP2,0.167362297,0.82129587
MMP21,-1.000622464,0.052629611
MMP23B,-0.078885635,0.95871376
MMP24,-0.975839378,2.68318E-12
MMP24-AS1-EDEM2,-0.936487641,0.082287482
MMP24OS,0.021756646,0.856794079
MMP25,-0.308574721,0.129481233
MMP28,-0.34320372,0.032406535
MMP7,-0.440756226,0.715617519
MMP9,0.512351618,0.408160667
MMRN2,0.111346046,0.595342678
MMS19,-0.197350273,1.06538E-06
MMS22L,-0.121161455,0.012026915
MMUT,0.346351673,9.03297E-13
MN1,0.348960926,1.14055E-07
MNAT1,0.052359315,0.493000726
MND1,0.021951582,0.827079586
MNS1,-1.681179159,0.274638647
MNT,-0.18940932,0.001783446
MNX1,0.290926943,0.00442718
MOAP1,0.070508781,0.297600234
MOB1A,-0.041999333,0.223623566
MOB1B,-0.143364444,0.009810333
MOB2,0.029518935,0.805994501
MOB3A,0.058871351,0.544480895
MOB3B,-0.515897948,4.16485E-19
MOB3C,0.100176905,0.271711256
MOB4,0.144154228,0.824951722
MOBP,-1.041679374,0.798503768
MOCOS,-0.09717312,0.01176404
MOCS2,0.053032895,0.52377669
MOCS3,-0.852613079,1.19221E-11
MOGS,0.236055912,6.84637E-10
MOK,-0.186224384,0.089921517
MON1A,0.066659416,0.567515793
MON1B,0.129653567,0.013844678
MON2,0.095385845,0.008494155
MORC2,-0.33359577,1.46735E-11
MORC3,0.0821466,0.321905526
MORC4,0.100411412,0.177411761
MORF4L1,0.026005861,0.377408523
MORF4L2,0.0773965,0.013581448
MORN1,-0.326903741,0.012325996
MORN2,0.121691315,0.183289198
MORN3,0.040571902,0.90687293
MORN4,0.094534599,0.489826804
MORN5,-0.471516857,0.564905557
MOSMO,0.1597437,0.147168245
MOSPD1,-0.064863484,0.364262786
MOSPD2,0.33970868,2.40086E-13
MOSPD3,0.110915527,0.542941909
MOV10,0.175206068,3.56289E-06
MOV10L1,-0.146109933,0.367831458
MOXD1,-0.984299681,0.734774147
MPC1,0.052838109,0.633032591
MPC1L,-1.041679374,0.798503768
MPC2,0.316470109,6.09845E-07
MPDU1,0.309169401,3.19909E-09
MPDZ,0.033456414,0.531807693
MPEG1,-0.361620499,0.445007271
MPG,-0.309147618,0.000619302
MPHOSPH10,-0.437505907,2.3154E-12
MPHOSPH6,-0.154668107,0.179500012
MPHOSPH8,-0.121499517,0.059029043
MPHOSPH9,-0.005414828,0.897983424
MPI,0.129180933,0.018067041
MPIG6B,-0.234894447,0.716803234
MPL,-1.45927846,1.7613E-06
MPLKIP,0.028243411,0.612878918
MPND,-0.182060504,0.239278547
MPP1,0.397220399,3.30397E-06
MPP2,0.440506664,3.99569E-07
MPP3,-0.054199664,0.474356104
MPP4,-0.844388493,0.319814839
MPP7,-0.373726308,2.69545E-11
MPPE1,0.046750498,0.543990514
MPRIP,0.059326699,0.045376913
MPST,-0.050399421,0.384301175
MPV17,-0.266892802,9.04693E-08
MPV17L,-0.250106341,0.029492642
MPV17L2,0.394117867,0.000252547
MPZ,1.015010035,0.405889781
MPZL1,0.088584408,0.005427556
MPZL2,-0.092814531,0.045417586
MPZL3,0.74117692,2.67579E-16
MR1,-0.204239068,0.037296558
MRAP,-1.097547641,0.000562055
MRAP2,-0.10051184,0.84834344
MRAS,-0.297165155,0.001147384
MRC1,-1.915375338,0.593310273
MRC2,-0.114874634,5.01313E-05
MRE11,-0.287562452,1.29847E-11
MREG,-0.193741295,0.135438156
MRFAP1,-0.005366482,0.864816615
MRFAP1L1,-0.075210617,0.091865078
MRGBP,0.26655737,9.11989E-05
MRGPRD,2.791247653,0.278170377
MRGPRF,-2.010582165,0.048989251
MRGPRX3,-0.95871017,0.759468123
MRI1,-0.068552043,0.235085071
MRLN,-1.041679374,0.798503768
MRM1,-0.579937271,2.31864E-11
MRM2,-0.279769261,3.39179E-05
MRM3,-0.099349666,0.153520896
MRNIP,0.339335559,0.031554877
MRO,-0.091362674,0.840838804
MROH1,0.054843634,0.374762759
MROH2A,-0.254390078,0.662451303
MROH6,-0.001224845,0.989933446
MROH7,1.277829743,0.095834194
MROH8,-1.415104402,0.000670976
MROH9,-1.041679374,0.798503768
MRPL1,-0.188271633,0.118048727
MRPL10,0.231666173,1.86672E-05
MRPL11,0.04298227,0.485783983
MRPL12,-0.175526859,0.006852519
MRPL13,0.037425709,0.536883286
MRPL14,0.073612733,0.165941554
MRPL15,-0.265103316,0.000155066
MRPL16,-0.186966845,0.007144145
MRPL17,0.275836862,5.79237E-09
MRPL18,0.30120596,2.36648E-10
MRPL19,0.013030669,0.789729465
MRPL2,0.328159284,2.44724E-10
MRPL20,-0.217696194,0.000721068
MRPL21,-0.148188832,0.048870448
MRPL22,0.26607762,0.000727331
MRPL23,0.066673621,0.321039065
MRPL24,-0.25010798,2.84143E-07
MRPL27,0.129296599,0.086789654
MRPL28,0.281801485,0.001098828
MRPL3,-0.149076975,9.54191E-05
MRPL30,-0.382315716,1.14776E-12
MRPL32,-0.037936122,0.548610295
MRPL33,0.120695969,0.06205676
MRPL34,-0.00405563,0.950949456
MRPL35,-0.29421632,5.7955E-07
MRPL36,-0.158386077,0.029328918
MRPL37,0.170128254,0.000274322
MRPL38,0.204100575,6.92234E-05
MRPL39,0.403772967,8.68506E-12
MRPL4,0.072741986,0.209768949
MRPL40,-0.276000977,0.00015207
MRPL41,0.631032026,1.46321E-08
MRPL42,0.241640353,4.6464E-11
MRPL43,0.160281326,0.014434543
MRPL44,-0.118537522,0.160792125
MRPL45,-0.232641923,1.15655E-07
MRPL46,0.16929827,0.001367472
MRPL47,-0.236671832,0.000596445
MRPL48,0.090229818,0.135219976
MRPL49,0.443792707,1.22414E-19
MRPL50,-0.036325213,0.492441425
MRPL51,0.078985213,0.022581912
MRPL52,0.089425397,0.175573201
MRPL53,0.193420587,0.010381147
MRPL54,0.131708394,0.153363676
MRPL55,0.303935473,0.000133146
MRPL57,-0.166872628,0.043025773
MRPL58,-0.37828615,9.32413E-07
MRPL9,0.02390569,0.673638987
MRPS10,-0.109608018,0.046410251
MRPS11,0.000405565,0.992970081
MRPS12,0.112431696,0.198116184
MRPS14,0.031206369,0.698388659
MRPS15,0.228903609,6.95578E-07
MRPS16,-0.174328432,0.000639119
MRPS17,-0.216178786,0.010765744
MRPS18A,0.188641132,0.031360105
MRPS18B,-0.050756019,0.241907671
MRPS18C,0.236486873,0.155905949
MRPS2,0.012137085,0.848789399
MRPS21,0.106249028,0.008925103
MRPS22,0.165631348,0.003176788
MRPS23,-0.029495686,0.612779191
MRPS24,2.791247653,0.278170377
MRPS25,-0.178701201,0.000528365
MRPS26,0.379015569,1.91669E-10
MRPS27,-0.209260565,1.93232E-08
MRPS28,-0.262710351,0.147604924
MRPS30,-0.109523938,0.010741994
MRPS31,-0.006409075,0.933677245
