id,HC-1,HC-2,HC-3,HT-1,HT-2,HT-3
PAPOLG,1518,1626,1552,1694,1831,1777
PAPPA,1666,1766,1804,1466,1443,1373
PAPPA2,0,0,0,0,0,0
PAPSS1,1862,1858,2045,2425,2687,2466
PAPSS2,2724,2968,3144,3949,4142,3842
PAQR3,721,755,925,987,1262,1061
PAQR4,775,809,889,794,981,904
PAQR5,2345,2476,2832,3567,3896,3816
PAQR6,546,539,381,478,534,508
PAQR7,694,749,668,665,714,646
PAQR8,123,137,97,66,68,86
PAQR9,2,7,0,1,3,4
PARD3,2179,2319,2391,2167,2237,2110
PARD3B,330,352,315,282,336,345
PARD6A,27,29,39,50,60,79
PARD6B,655,678,758,694,789,655
PARD6G,241,256,232,268,341,252
PARG,2076,2080,2019,2442,2720,2480
PARK7,5326,5712,6058,5013,5237,4995
PARL,1416,1523,1525,1454,1823,1642
PARM1,0,0,0,0,0,0
PARN,2520,2782,2787,2536,2573,2496
PARP1,21715,24187,24221,23393,26201,24344
PARP10,459,481,464,552,709,578
PARP11,0,0,0,0,1,0
PARP12,1488,1538,1704,1770,1807,1704
PARP14,3675,4008,3959,3998,4559,4139
PARP15,1,1,3,8,6,5
PARP16,639,603,663,715,683,651
PARP2,221558,211693,260609,236756,260825,249526
PARP3,738,804,873,666,780,711
PARP4,5060,5303,5482,5413,5981,5613
PARP6,1622,1632,1609,1775,1863,1694
PARP8,967,1044,1015,1020,1171,1019
PARP9,847,803,866,894,1063,901
PARPBP,1052,1019,955,929,1099,952
PARS2,235,239,299,301,334,273
PARVA,2741,3102,3128,2624,2979,2486
PARVB,1683,1586,1655,1629,1706,1571
PARVG,12,2,3,1,2,2
PASD1,0,0,0,0,0,0
PASK,748,788,776,861,823,890
PATE1,0,0,0,0,0,0
PATE2,0,0,0,0,0,0
PATE3,1,0,0,0,0,0
PATE4,1,0,0,0,0,0
PATJ,4444,4467,4358,4121,4523,4394
PATL1,2856,2903,2769,3349,3575,3561
PATL2,18,8,8,14,11,11
PATZ1,1504,1706,1733,1499,1756,1522
PAWR,4643,5139,4924,4303,4677,4515
PAX1,0,0,0,0,0,0
PAX2,0,0,1,0,0,0
PAX3,0,0,0,0,0,0
PAX4,0,1,0,0,0,0
PAX5,0,0,0,0,0,0
PAX6,1,1,4,1,1,1
PAX7,0,0,0,0,0,0
PAX8,186,211,194,187,232,248
PAX9,320,332,356,391,410,404
PAXBP1,2379,2558,2512,2202,2260,2178
PAXIP1,2448,2408,2508,2330,2691,2416
PAXX,550,714,621,756,905,802
PBDC1,0,0,0,0,1,0
PBK,2094,2164,2075,2539,2757,2494
PBLD,176,125,165,90,93,81
PBOV1,9,16,11,22,25,33
PBRM1,4561,4733,4736,4400,4952,4825
PBX1,1601,1772,1799,1130,1212,1156
PBX2,2629,2783,2657,2913,3050,2932
PBX3,710,783,741,669,807,816
PBX4,119,98,118,109,131,115
PBXIP1,2059,2228,2555,3001,3198,3105
PC,6259,6709,6618,6299,6812,6287
PCARE,1,1,0,1,1,0
PCBD1,1606,1791,1734,1901,2021,1877
PCBD2,287,320,272,170,209,172
PCBP1,11118,12548,13445,11563,12300,11689
PCBP2,37720,41219,41408,42459,44828,42064
PCBP3,0,0,0,0,0,0
PCBP4,558,624,567,719,751,812
PCCA,827,891,929,742,832,750
PCCB,5151,5760,6064,6879,7019,7008
PCDH1,221,212,309,1051,1104,967
PCDH10,0,0,0,0,0,0
PCDH11X,0,0,0,0,0,0
PCDH11Y,0,0,0,0,1,0
PCDH12,216,219,234,224,259,219
PCDH15,2,1,0,0,0,0
PCDH17,0,0,0,0,0,0
PCDH18,0,0,0,0,0,0
PCDH19,0,0,0,0,2,1
PCDH20,0,0,0,0,0,0
PCDH7,1423,1382,1489,1899,2214,1943
PCDH8,0,0,0,0,0,0
PCDH9,601,671,679,566,574,622
PCDHA1,0,0,0,0,2,0
PCDHA10,0,2,0,0,0,0
PCDHA11,0,2,0,0,0,0
PCDHA12,0,0,0,0,1,1
PCDHA13,0,1,0,1,0,0
PCDHA2,1,0,0,1,0,0
PCDHA3,4,0,0,0,0,0
PCDHA4,0,1,1,0,0,1
PCDHA5,2,1,0,0,0,0
PCDHA6,0,0,0,0,0,0
PCDHA7,0,0,0,0,0,0
PCDHA8,0,0,0,0,0,0
PCDHA9,0,1,0,0,0,0
PCDHAC1,0,0,1,0,1,0
PCDHAC2,0,0,0,0,0,0
PCDHB1,0,0,1,0,0,0
PCDHB10,0,0,0,0,0,0
PCDHB11,0,0,0,4,4,1
PCDHB12,0,0,1,2,0,0
PCDHB13,3,5,2,6,8,5
PCDHB14,1,0,5,4,3,8
PCDHB15,12,5,2,7,2,1
PCDHB16,0,0,0,0,0,3
PCDHB2,6,3,1,11,11,6
PCDHB3,1,0,0,2,0,0
PCDHB4,0,0,0,0,0,0
PCDHB5,0,0,0,0,0,0
PCDHB6,0,0,0,0,0,0
PCDHB7,0,0,0,0,0,0
PCDHB8,0,0,4,0,1,1
PCDHB9,0,1,0,0,0,0
PCDHGA1,1,0,0,6,1,4
PCDHGA10,8,9,17,20,26,36
PCDHGA11,1,5,2,5,3,7
PCDHGA12,2,2,1,7,2,10
PCDHGA2,0,1,0,0,1,0
PCDHGA3,0,0,1,0,1,0
PCDHGA4,0,2,0,1,0,1
PCDHGA5,0,0,5,5,4,2
PCDHGA6,8,1,4,6,6,1
PCDHGA7,7,1,0,0,0,3
PCDHGA8,1,0,2,0,4,10
PCDHGA9,0,1,1,1,3,1
PCDHGB1,1,1,3,4,0,2
PCDHGB2,3,0,1,5,2,7
PCDHGB3,0,1,1,6,9,1
PCDHGB4,0,2,0,1,0,0
PCDHGB5,1,0,1,0,0,0
PCDHGB6,5,2,1,0,3,1
PCDHGB7,3,9,2,13,20,13
PCDHGC3,0,0,0,0,0,0
PCDHGC4,0,0,0,1,0,0
PCDHGC5,0,0,4,1,0,0
PCED1A,1743,1721,1548,1660,1741,1634
PCED1B,203,227,207,136,111,150
PCF11,5245,5458,5107,2914,3070,2936
PCGF1,700,820,820,887,813,784
PCGF2,717,780,733,901,840,856
PCGF3,2573,2608,2433,3113,3148,3062
PCGF5,2634,3032,2958,2087,2430,2204
PCGF6,494,521,552,429,558,428
PCID2,6191,5866,5414,4788,5224,5224
PCIF1,1517,1504,1613,1763,1872,1851
PCK1,20,24,30,75,67,70
PCK2,1773,2036,2366,1325,1484,1281
PCLAF,1884,2020,2021,1752,1956,1927
PCLO,51,29,22,25,17,19
PCM1,6125,6303,6288,5332,5681,5591
PCMT1,2884,3359,3388,3283,3780,3247
PCMTD1,1924,1988,1994,1778,1987,1846
PCMTD2,1444,1625,1489,1254,1308,1270
PCNA,5998,6692,7032,6867,7714,7132
PCNP,4227,4304,4458,4329,4744,4404
PCNT,4878,5230,5120,4270,4640,4218
PCNX1,4514,4732,4654,5120,5597,5410
PCNX2,1222,1218,1277,1309,1392,1349
PCNX3,4412,4684,4738,5428,5813,5520
PCNX4,2482,2582,2428,2207,2664,2347
PCOLCE,133,94,127,114,140,120
PCOLCE2,1531,1666,1689,1483,1686,1480
PCP2,104,105,68,106,86,106
PCP4,0,0,0,0,0,0
PCP4L1,0,0,0,0,0,0
PCSK1,189,258,209,92,119,95
PCSK1N,0,0,0,0,0,2
PCSK2,0,0,0,0,0,0
PCSK4,108,126,86,113,99,82
PCSK5,2,3,1,6,3,1
PCSK6,1173,1223,1187,1058,999,910
PCSK7,1173,1273,1283,1399,1407,1387
PCSK9,11077,12578,13063,15475,16680,16202
PCTP,363,372,375,432,497,457
PCYOX1,6590,7004,7417,7816,8488,8299
PCYOX1L,623,655,585,495,578,453
PCYT1A,2710,2808,2807,2892,3113,2836
PCYT1B,1,0,2,3,1,2
PCYT2,1026,1131,1146,1360,1352,1375
PDAP1,2579,2739,2948,3120,3227,2833
PDC,3,0,6,1,10,1
PDCD1,0,0,0,0,1,0
PDCD10,1322,1399,1376,1300,1373,1368
PDCD11,5105,5244,5197,5077,5867,5189
PDCD1LG2,11,6,18,18,13,4
PDCD2,2143,2262,2303,2239,2324,2270
PDCD2L,225,386,372,287,374,351
PDCD4,5629,5547,5626,4345,4704,4698
PDCD5,913,946,906,863,948,854
PDCD6,4921,5551,5593,5628,5924,5487
PDCD6IP,5535,6095,5784,6000,6556,6411
PDCD7,1567,1607,1563,1582,1578,1541
PDCL,1085,1206,1250,1494,1500,1621
PDCL2,0,0,0,0,1,0
PDCL3,255,325,293,304,297,267
PDE10A,4897,5056,4818,4288,4610,4531
PDE11A,18,8,11,4,5,12
PDE12,1795,1979,2007,1995,2281,2117
PDE1A,2463,2595,2712,1402,1599,1542
PDE1B,4,0,2,0,3,0
PDE1C,0,0,0,0,0,0
PDE2A,83,113,111,184,210,196
PDE3A,13404,14211,13979,6992,7711,6993
PDE3B,2986,3124,3132,1622,1768,1696
PDE4A,1889,2069,2209,2048,2337,1999
PDE4B,869,808,833,717,796,810
PDE4C,23,10,14,16,13,8
PDE4D,7073,7273,7039,5736,6063,5633
PDE4DIP,3091,3302,3254,3761,4203,4003
PDE5A,417,439,406,385,506,525
PDE6A,16,24,24,2,10,11
PDE6B,18,18,22,18,20,20
PDE6C,65,92,86,80,105,62
PDE6D,611,634,658,637,728,651
PDE6G,31,25,26,47,51,32
PDE6H,0,0,2,0,0,0
PDE7A,1953,1901,1814,1543,1790,1828
PDE7B,1380,1423,1444,633,767,654
PDE8A,2405,2525,2618,2204,2498,2527
PDE8B,1438,1447,1536,1181,1338,1168
PDE9A,739,853,830,715,744,666
PDF,117,124,101,92,103,103
PDGFA,350,318,412,368,391,415
PDGFB,285,345,350,494,517,536
PDGFC,34,45,27,24,49,45
PDGFD,8,7,3,1,1,1
PDGFRA,0,0,0,0,0,0
PDGFRB,595,593,669,381,378,393
PDGFRL,188,240,221,275,365,296
PDHA1,13879,15161,15664,17104,17971,17689
PDHA2,0,0,0,0,0,0
PDHB,2880,3230,3209,3685,3935,3594
PDHX,2064,2211,2283,2475,2809,2822
PDIA2,4,11,1,5,14,17
PDIA3,15966,16940,17355,23580,26320,24381
PDIA4,23763,26790,27154,62981,69041,66929
PDIA5,2595,2764,2689,3228,3428,3244
PDIA6,17434,18765,19767,26077,28094,26860
PDIK1L,738,998,795,679,881,783
PDILT,0,0,0,0,0,0
PDK1,1900,1854,1825,1819,2082,2021
PDK2,624,698,618,570,720,679
PDK3,4088,4335,4324,5864,6521,6093
PDK4,456,535,425,720,830,710
PDLIM1,2641,2823,2941,2724,2974,2705
PDLIM2,510,571,603,615,689,679
PDLIM3,104,113,84,155,161,192
PDLIM4,7,9,7,27,21,8
PDLIM5,3655,4047,4015,4456,4842,4950
PDLIM7,1901,2049,2131,2214,2389,2311
PDP1,310,310,322,369,433,414
PDP2,2372,2508,2497,2315,2582,2548
PDPK1,1552,1575,1558,1475,1647,1396
PDPN,0,0,0,0,0,0
PDPR,3058,3108,3209,2969,3287,2797
PDRG1,425,551,509,558,604,601
PDS5A,9987,10508,10624,10247,11184,10506
PDS5B,3443,3816,3737,3619,4124,3874
PDSS1,615,608,552,421,534,461
PDSS2,863,917,963,855,940,851
PDX1,0,0,0,0,0,0
PDXDC1,11160,11295,11059,13855,15136,14277
PDXK,12376,12851,13174,13490,14111,13372
PDXP,1124,1136,1215,1959,2179,1989
PDYN,0,0,0,0,0,0
PDZD11,695,837,810,870,974,971
PDZD2,549,544,546,595,687,597
PDZD3,5,5,1,13,5,6
PDZD4,5,9,4,19,21,13
PDZD7,384,421,348,349,411,406
PDZD8,6239,6771,6642,4660,5191,5210
PDZD9,37,30,39,26,49,16
PDZK1,357,366,330,333,384,337
PDZK1IP1,15,16,18,32,38,31
PDZRN3,0,0,0,0,0,0
PDZRN4,0,0,0,0,0,0
PEA15,2531,2678,2748,2829,3067,3124
PEAK1,1555,1636,1704,1776,1906,1927
PEAK3,42,16,16,18,39,21
PEAR1,685,717,692,792,820,757
PEBP1,7660,8310,8895,8292,8482,8567
PEBP4,0,1,3,0,0,1
PECAM1,92,57,101,121,168,135
PECR,430,448,483,419,523,450
PEDS1,1082,1180,1198,1253,1300,1158
PEDS1-UBE2V1,0,0,0,0,0,0
PEF1,1329,1469,1513,1873,2119,2000
PEG10,12518,13354,13498,13432,14973,13906
PEG3,0,0,0,0,0,0
PELI1,426,458,485,542,604,636
PELI2,360,393,424,477,551,537
PELI3,254,281,286,309,312,317
PELO,1474,1677,1672,1742,1887,1743
PELP1,3744,4146,4202,4396,4660,4268
PEMT,702,734,758,726,823,750
PENK,0,0,0,0,0,0
PEPD,813,924,949,900,1055,956
PER1,6334,6653,6883,14340,15018,15489
PER2,372,406,385,763,798,867
PER3,302,353,324,631,690,615
PERCC1,1,3,4,1,3,0
PERM1,39,14,17,16,9,16
PERP,10525,11360,11325,10596,12296,11076
PES1,3962,4708,4581,3878,4402,4301
PET100,668,792,732,978,926,908
PET117,11,19,26,3,9,7
PEX1,1208,1185,1329,816,1019,908
PEX10,306,313,333,263,284,233
PEX11A,865,845,923,1040,1062,1044
PEX11B,722,792,768,974,1009,1012
PEX11G,604,550,577,348,423,299
PEX12,475,528,479,256,341,268
PEX13,1702,1762,1862,1560,1716,1689
PEX14,774,796,829,879,958,925
PEX16,413,514,514,528,577,450
PEX19,1903,2089,2260,2935,3196,3096
PEX2,868,890,905,1181,1486,1235
PEX26,4407,4710,4843,4407,4626,4386
PEX3,1171,1170,1235,1192,1426,1325
PEX5,2722,2991,3050,3469,3723,3572
PEX5L,93,81,62,64,75,73
PEX6,2053,2304,2014,2070,2276,2024
PEX7,166,207,165,148,151,167
PF4,0,0,0,0,0,0
PF4V1,0,0,0,0,0,0
PFAS,4336,4736,4652,4325,4840,4037
PFDN1,1817,2004,2015,1881,2258,2157
PFDN2,1345,1428,1527,1775,1874,1880
PFDN4,784,780,783,660,722,714
PFDN5,9689,10394,10408,12300,13038,12708
PFDN6,1361,1650,1586,1594,1685,1568
PFKFB1,36,20,41,6,10,14
PFKFB2,3446,3648,3535,3649,3961,3765
PFKFB3,1337,1253,1362,1626,1802,1660
PFKFB4,1120,1121,1289,2623,2726,2869
PFKL,5314,5774,5764,6108,6401,6010
PFKM,9371,10465,10236,11251,12313,11350
PFKP,8045,8735,9012,9525,10283,9218
PFN1,14516,17266,18346,18969,19974,18891
PFN2,1674,1899,1802,2705,3056,2969
PFN3,0,0,0,0,0,0
PFN4,49,44,44,50,39,45
PGA3,0,0,0,0,0,0
PGA4,0,0,0,0,0,0
PGA5,0,0,0,0,0,0
PGAM1,7178,7767,8313,8543,9763,9145
PGAM2,0,0,0,0,0,0
PGAM4,18,28,23,41,21,39
PGAM5,2117,2320,2283,2487,2875,2606
PGAP1,751,834,691,881,923,1043
PGAP2,630,623,594,648,688,612
PGAP3,312,287,347,292,338,297
PGAP4,1206,1450,1426,1002,1152,980
PGAP6,298,374,395,469,485,456
PGBD1,485,506,515,549,603,607
PGBD2,135,156,177,114,118,110
PGBD3,2,1,4,3,4,4
PGBD4,182,157,142,118,116,80
PGBD5,5,1,3,3,6,4
PGC,2,1,0,2,1,1
PGD,8127,8712,8802,11528,12801,11945
PGF,9,3,26,29,44,25
PGGHG,536,545,522,449,410,381
PGGT1B,2765,2846,2646,2957,3711,3100
PGK1,24081,25048,26273,34307,36309,36700
PGK2,0,0,0,0,0,0
PGLS,1004,1264,1396,779,961,810
PGLYRP1,7,8,3,6,14,7
PGLYRP2,0,0,0,0,0,0
PGLYRP3,0,0,0,0,0,0
PGLYRP4,0,0,0,0,0,0
PGM1,10467,11824,12062,13936,15966,15155
PGM2,1892,1978,2095,2163,2456,2176
PGM2L1,1111,1259,1152,1172,1304,1297
PGM3,5476,5869,5976,6470,7157,7068
PGM5,6,0,0,1,8,1
PGP,1370,1520,1349,1836,1870,1702
PGPEP1,1277,1367,1518,1352,1456,1401
PGPEP1L,1,4,1,3,1,1
PGR,0,1,0,0,1,1
PGRMC1,7327,8070,8168,8114,9023,8594
PGRMC2,3987,4245,3918,4130,4569,4384
PGS1,876,919,985,1008,1069,893
PHACTR1,118,98,104,83,96,83
PHACTR2,1929,2110,2220,1730,1780,1729
PHACTR3,0,0,0,0,0,0
PHACTR4,2985,3317,3193,3024,3148,3075
PHAF1,699,701,700,848,916,805
PHAX,1100,1209,1197,1205,1382,1366
PHB1,7512,8624,8671,9552,10036,9740
PHB2,9829,11491,11844,10455,11650,11015
PHC1,248,324,303,317,333,348
PHC2,1907,2216,2314,2056,2314,2223
PHC3,7439,7562,7505,9084,9613,9296
PHETA1,325,336,397,395,406,551
PHETA2,1108,1135,1141,945,1011,901
PHEX,46,49,31,43,47,26
PHF1,854,885,988,1210,1460,1534
PHF10,4186,4307,4233,3768,4157,3945
PHF11,29,37,29,35,15,30
PHF12,3292,3371,3166,3223,3332,3359
PHF13,1042,1053,1138,1268,1333,1393
PHF14,1811,1962,1799,1487,1534,1504
PHF19,5743,6100,6243,6450,7215,6786
PHF2,1671,1671,1618,1624,1647,1624
PHF20,4948,5217,5158,4356,5128,4586
PHF20L1,2325,2304,2262,2058,2279,2087
PHF21A,2304,2560,2594,2711,3004,2979
PHF21B,0,0,0,0,0,2
PHF23,2729,2954,2911,2537,2749,2823
PHF24,0,1,1,0,0,4
PHF3,15228,15640,15849,13866,15618,14937
PHF5A,1400,1504,1472,1762,1997,1872
PHF6,3367,3474,3730,3677,4262,4105
PHF7,287,308,292,294,348,289
PHF8,2933,3103,2929,3130,3415,3331
PHGDH,8836,9833,10534,8626,8929,8815
PHGR1,0,1,2,0,0,0
PHIP,8559,8981,8879,7582,8243,8155
PHKA1,2777,3016,2949,3499,3850,3536
PHKA2,3563,3474,3642,3680,4291,3559
PHKB,3198,3417,3409,3260,3716,3271
PHKG1,262,218,215,121,146,140
PHKG2,887,817,924,1035,1150,1086
PHLDA1,62,63,102,108,196,217
PHLDA2,603,690,670,1234,1216,1211
PHLDA3,625,603,683,610,706,636
PHLDB1,3993,3941,4153,2589,2766,2619
PHLDB2,8850,9180,9221,10293,11244,10747
PHLDB3,268,298,273,372,420,406
PHLPP1,1059,1153,1241,1222,1433,1344
PHLPP2,1687,1774,1678,1614,1830,1706
PHOSPHO1,0,1,2,5,1,14
PHOSPHO2,70,64,64,45,67,67
PHOSPHO2-KLHL23,0,0,0,0,0,0
PHOX2A,13,14,6,9,10,6
PHOX2B,0,0,0,0,2,0
PHPT1,1531,1907,1853,1956,2135,1857
PHRF1,2056,2117,2129,2174,2275,2138
PHTF1,1452,1418,1412,1043,1268,1216
PHTF2,1233,1482,1242,1194,1366,1171
PHYH,243,286,290,279,308,257
PHYHD1,176,212,174,160,175,145
PHYHIP,730,811,776,763,723,653
PHYHIPL,0,0,0,0,0,0
PHYKPL,3708,3571,3358,2809,3120,2818
PI15,0,0,0,0,0,0
PI16,13,12,10,5,4,4
PI3,1,3,10,5,1,2
PI4K2A,1731,1847,1941,2815,3032,3019
PI4K2B,1596,1633,1578,665,849,765
PI4KA,4203,4329,4159,4403,5049,4604
PI4KB,3500,3773,3695,4295,4353,4412
PIANP,187,184,177,193,243,180
PIAS1,1697,1812,1641,2065,2079,1984
PIAS2,2730,2935,2613,2921,3192,3188
PIAS3,2104,2246,2232,2869,2950,2659
PIAS4,766,846,805,1079,1173,1116
PIBF1,2207,2368,1971,2398,2590,2414
PICALM,5986,6548,6479,6096,6632,6172
PICK1,865,886,827,981,1082,960
PID1,107,141,131,170,214,196
PIDD1,441,445,378,375,410,403
PIEZO1,39082,42404,43615,32685,34585,32072
PIEZO2,0,0,2,0,0,0
PIF1,419,393,384,405,519,441
PIFO,0,0,0,0,0,0
PIGA,2011,2238,2205,3185,3561,3448
PIGB,503,485,489,449,528,523
PIGBOS1,139,138,121,148,194,128
PIGC,453,521,475,463,528,417
PIGF,432,391,402,475,509,483
PIGG,1271,1248,1263,1237,1424,1241
PIGH,213,248,261,251,264,255
PIGK,2481,2712,2872,2950,3316,3045
PIGL,1324,1379,1281,1269,1428,1419
PIGM,962,939,1028,525,589,500
PIGN,1668,1749,1710,1838,2063,1874
PIGO,1946,2245,2057,2106,2295,2121
PIGP,325,427,407,276,289,276
PIGQ,741,762,745,520,560,538
PIGR,0,0,0,0,0,0
PIGS,5252,5685,5931,6680,7193,6780
PIGT,6447,6952,7677,8442,9154,8653
PIGU,907,1015,1098,1254,1384,1224
PIGV,495,525,561,359,419,374
PIGW,778,861,872,602,712,706
PIGX,697,635,705,428,549,473
PIGY,0,0,0,0,0,0
PIGZ,205,176,161,134,118,153
PIH1D1,2977,3199,3297,3710,4034,3895
PIH1D2,139,146,103,98,124,93
PIK3AP1,9,26,18,21,35,8
PIK3C2A,5610,6051,6264,5427,6399,5809
PIK3C2B,4066,4272,4132,3986,4317,4052
PIK3C2G,1,0,0,0,1,0
PIK3C3,2385,2326,2469,2256,2588,2575
PIK3CA,1925,2119,1916,1683,1825,1687
PIK3CB,3499,3626,3626,4046,4570,4109
PIK3CD,1654,2075,2054,1905,2035,1990
PIK3CG,0,0,0,0,0,0
PIK3IP1,152,150,159,197,225,203
PIK3R1,266,284,265,256,270,291
PIK3R2,3160,3710,3816,3811,4200,3841
PIK3R3,149,181,133,192,163,117
PIK3R4,3419,3519,3870,3508,4218,3804
PIK3R5,6,6,3,0,3,3
PIK3R6,0,0,0,0,0,0
PIKFYVE,5962,6086,6046,6517,7123,6862
PILRA,33,20,19,34,26,10
PILRB,1253,1203,1196,1214,1372,1259
PIM1,2602,2597,2808,3975,4341,4361
PIM2,790,930,909,1303,1484,1280
PIM3,2619,2800,2942,3831,3758,4001
PIMREG,810,921,917,1330,1462,1439
PIN1,868,1036,1041,1439,1406,1451
PIN4,306,345,289,291,315,276
PINK1,4491,4961,5368,6878,7474,7179
PINLYP,50,33,20,30,31,25
PINX1,132,187,144,169,156,161
PIP,1,1,3,1,0,1
PIP4K2A,1096,1262,1202,1323,1420,1159
PIP4K2B,3575,3852,3924,3456,3822,3463
PIP4K2C,1403,1417,1436,1770,1830,1716
PIP4P1,1478,1534,1627,2362,2538,2684
PIP4P2,100,144,120,129,139,104
PIP5K1A,6614,6977,6968,7559,8525,8097
PIP5K1B,212,184,267,208,222,168
PIP5K1C,835,929,829,1004,1055,1069
PIP5KL1,108,102,82,98,105,107
PIPOX,46,34,25,8,14,3
PIR,1741,1802,1792,2380,2649,2476
PIRT,0,0,0,0,0,0
PISD,1844,2081,1982,2174,2339,2060
PITHD1,1336,1447,1448,1502,1796,1676
PITPNA,3369,3611,3516,3754,3989,3760
PITPNB,3656,3725,3559,3776,3896,3754
PITPNC1,2155,2384,2344,2085,2331,2141
PITPNM1,2839,2979,3247,3935,4209,3957
PITPNM2,1527,1526,1408,1235,1355,1405
PITPNM3,806,832,863,1062,1231,1099
PITRM1,4021,4022,4266,4689,5111,4707
PITX1,2379,2892,2961,2436,2843,2499
PITX2,244,257,323,187,195,190
PITX3,38,42,42,19,35,17
PIWIL1,0,0,0,0,0,0
PIWIL2,15,5,14,14,15,12
PIWIL3,0,0,0,0,0,0
PIWIL4,10,9,5,1,4,2
PJA1,355,394,403,414,526,406
PJA2,7548,8340,8290,10422,11098,11257
PJVK,32,65,42,22,16,28
PKD1,2548,2445,2572,2304,2336,2222
PKD1L1,389,390,428,410,467,491
PKD1L2,150,152,104,263,256,280
PKD1L3,33,12,25,24,32,23
PKD2,1871,1767,1922,1226,1368,1380
PKD2L1,0,1,4,2,0,1
PKD2L2,90,88,99,60,41,39
PKDCC,1485,1567,1529,1321,1458,1342
PKDREJ,26,31,22,190,276,193
PKHD1,0,0,1,0,0,0
PKHD1L1,1,1,0,3,2,2
PKIA,3,19,7,4,8,9
PKIB,38,48,34,30,24,32
PKIG,416,512,486,644,706,634
PKLR,6,1,2,4,6,9
PKM,54443,59755,62289,71394,73996,71728
PKMYT1,503,589,536,723,736,743
PKN1,3888,4558,4797,5871,6154,5765
PKN2,7707,8205,8036,7352,8393,7857
PKN3,2089,2254,2242,2240,2509,2262
PKNOX1,788,750,738,649,841,597
PKNOX2,0,0,0,0,0,0
PKP1,9,3,7,2,5,2
PKP2,1483,1636,1715,1699,1952,1897
PKP3,1984,2172,2249,1888,2129,1913
PKP4,3071,3196,3160,3469,3600,3531
PLA1A,0,0,0,0,0,0
PLA2G10,8,2,11,4,1,9
PLA2G12A,2131,2234,2263,2752,2958,2884
PLA2G12B,0,0,0,0,1,0
PLA2G15,480,548,619,899,1010,891
PLA2G1B,1,9,4,0,2,1
PLA2G2A,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0
PLA2G2D,0,0,0,0,0,0
PLA2G2E,3,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0
PLA2G3,571,734,740,880,903,1007
PLA2G4A,1682,1739,1845,2182,2454,2308
PLA2G4B,4,10,8,4,8,9
PLA2G4C,14,11,11,31,24,42
PLA2G4D,1,3,4,3,5,3
PLA2G4E,5,8,14,3,1,1
PLA2G4F,0,0,1,1,1,0
PLA2G5,0,0,0,0,0,0
PLA2G6,573,507,524,498,624,628
PLA2G7,0,0,0,0,0,0
PLA2R1,322,266,310,352,447,422
PLAA,1905,2196,2011,2328,2640,2360
PLAAT1,0,0,0,0,0,0
PLAAT2,17,17,25,29,15,23
PLAAT3,1549,1644,1772,1905,2046,1927
PLAAT4,3,15,28,7,10,17
PLAAT5,0,0,0,0,0,0
PLAC1,62,40,37,74,57,81
PLAC8,2343,2560,2600,2411,2733,2779
PLAC8L1,43,67,34,28,54,18
PLAC9,23,29,26,15,17,10
PLAG1,428,358,373,479,558,530
PLAGL1,1259,1307,1367,956,1120,992
PLAGL2,1198,1291,1329,1339,1508,1482
PLAT,538,549,641,857,948,975
PLAU,47,52,59,37,47,34
PLAUR,1457,1626,1591,2009,2070,2137
PLB1,27,28,19,25,24,33
PLBD1,11,26,18,4,10,12
PLBD2,1848,1982,1980,2885,3012,2700
PLCB1,13,6,12,7,9,2
PLCB2,18,24,28,11,9,10
PLCB3,3192,3251,3400,3967,4362,4063
PLCB4,1868,2052,1997,1389,1585,1414
PLCD1,156,171,212,300,331,348
PLCD3,3369,3697,3846,3442,3828,3585
PLCD4,42,39,39,46,28,49
PLCE1,708,718,578,698,734,761
PLCG1,2682,3025,2913,4210,4663,4548
PLCG2,324,441,391,719,633,569
PLCH1,4,15,2,5,0,6
PLCH2,92,95,75,81,119,108
PLCL1,0,1,0,0,0,0
PLCL2,2056,2031,2039,1801,1913,1796
PLCXD1,0,0,0,0,0,0
PLCXD2,90,94,97,102,142,164
PLCXD3,0,1,0,0,0,0
PLCZ1,0,1,0,0,0,0
PLD1,2216,2411,2345,2834,3171,2843
PLD2,728,817,887,862,869,893
PLD3,2803,2951,3256,3929,4211,4080
PLD4,115,136,108,111,113,77
PLD5,0,0,0,0,0,0
PLD6,239,256,227,243,319,279
PLEC,59884,65262,67089,57310,61688,55989
PLEK,0,0,0,0,0,0
PLEK2,671,643,704,1000,1061,901
PLEKHA1,1656,1782,1727,1855,2188,1973
PLEKHA2,5029,5703,5795,4063,4378,4135
PLEKHA3,1489,1466,1637,1759,2018,1667
PLEKHA4,196,235,212,263,350,293
PLEKHA5,1712,1770,1872,1734,1836,1798
PLEKHA6,1966,2148,2209,2581,2919,2606
PLEKHA7,1249,1214,1420,1132,1156,1244
PLEKHA8,2375,2505,2508,2718,2792,2773
PLEKHB1,62,49,20,24,36,30
PLEKHB2,2452,2745,2598,3128,3337,2998
PLEKHD1,8,6,7,4,0,2
PLEKHF1,515,530,570,691,768,776
PLEKHF2,493,608,572,439,587,558
PLEKHG1,339,308,253,329,319,287
PLEKHG2,182,229,285,173,200,187
PLEKHG3,1550,1501,1616,1378,1478,1376
PLEKHG4,541,601,649,492,538,462
PLEKHG4B,6,12,20,0,0,0
PLEKHG5,187,223,153,230,285,272
PLEKHG6,307,345,280,387,322,378
