id,HC-1,HC-2,HC-3,HT-1,HT-2,HT-3
NUP43,3088,3032,3092,3171,3355,3384
NUP50,4055,4184,4226,4327,4721,4575
NUP54,2290,2515,2492,2246,2628,2373
NUP58,3577,3704,3711,4007,4465,4214
NUP62,3244,3603,3529,3758,4211,4073
NUP62CL,307,283,332,267,337,339
NUP85,3131,3115,3145,4178,4456,4308
NUP88,2962,3146,3217,3119,3266,3268
NUP93,4230,4766,4825,5062,5552,5083
NUP98,9461,9929,10053,10027,10869,9914
NUPR1,647,688,814,389,392,415
NUPR2,0,0,0,0,0,0
NUS1,5709,6377,6080,7156,8013,7727
NUSAP1,3934,4302,4226,5509,6090,5569
NUTF2,2279,2634,2686,3167,3396,3363
NUTM1,53,58,41,45,30,28
NUTM2A,239,244,184,171,192,184
NUTM2B,64,46,40,73,74,66
NUTM2D,102,111,101,93,100,91
NUTM2E,82,101,55,53,98,58
NUTM2F,26,28,16,24,36,27
NUTM2G,492,463,453,475,585,520
NVL,3114,3394,3146,3671,4068,3830
NWD1,5,7,2,1,2,1
NWD2,0,0,0,0,0,0
NXF1,1391,1485,1438,1503,1470,1466
NXF2,0,0,0,0,0,0
NXF2B,0,0,0,0,0,0
NXF3,3,1,0,13,1,1
NXN,914,1023,1084,1363,1301,1259
NXNL1,4,0,0,0,4,1
NXNL2,79,103,106,128,143,144
NXPE1,3,1,0,0,1,1
NXPE2,2,5,2,1,0,1
NXPE3,293,341,417,372,455,436
NXPE4,0,0,0,0,0,0
NXPH1,0,0,0,0,0,0
NXPH2,0,0,0,0,0,0
NXPH3,37,30,25,57,75,74
NXPH4,181,176,171,287,287,254
NXT1,515,617,609,701,765,751
NXT2,839,1069,1062,736,834,767
NYAP1,103,67,86,114,83,103
NYAP2,707,576,617,342,370,390
NYNRIN,535,549,589,364,393,326
NYX,0,0,0,0,0,0
OAF,2096,2569,2413,2839,3011,2785
OARD1,1399,1530,1478,1146,1370,1155
OAS1,769,754,689,774,866,768
OAS2,3,6,8,5,3,4
OAS3,2152,2284,2492,2916,3245,3200
OASL,225,349,331,282,325,313
OAT,5126,5714,5683,5708,6072,5964
OAZ1,9064,10107,10543,10900,11972,11035
OAZ2,1405,1598,1447,1697,1791,1810
OAZ3,38,48,68,84,69,74
OBI1,1566,1600,1465,1399,1537,1525
OBP2A,0,0,0,0,0,0
OBP2B,0,0,0,0,0,0
OBSCN,10832,10115,9400,8505,9332,8680
OBSL1,1632,1876,1790,1753,1909,1766
OC90,0,0,0,0,0,0
OCA2,0,0,0,0,0,0
OCEL1,568,523,490,689,836,804
OCIAD1,3072,3062,3153,2845,2908,2870
OCIAD2,604,666,675,631,684,704
OCLN,217,269,247,271,295,246
OCM,1,0,3,0,1,0
OCM2,0,0,0,0,0,0
OCRL,4273,4438,4543,5091,5913,5651
OCSTAMP,0,0,0,0,0,0
ODAD1,119,87,106,124,124,111
ODAD2,357,422,358,448,483,434
ODAD3,145,134,139,164,179,222
ODAD4,75,42,51,38,46,32
ODAM,0,0,0,0,0,0
ODAPH,1,1,1,4,1,2
ODC1,5539,6310,6282,4056,4637,4207
ODF1,2,0,1,1,0,0
ODF2,3428,3608,3619,4147,4362,4204
ODF2L,1955,2085,1832,1922,2105,2051
ODF3,12,17,23,24,22,27
ODF3B,221,228,194,249,261,293
ODF3L1,11,13,12,2,12,8
ODF3L2,7,7,9,4,4,3
ODF4,0,0,0,0,0,0
ODR4,1797,1651,1703,1879,2032,1950
OFD1,3203,3095,3036,2505,2797,2541
OGA,8176,8529,8427,10627,11498,11090
OGDH,7781,8634,8965,11174,12273,11062
OGDHL,1,1,1,3,2,1
OGFOD1,2396,2548,2530,2289,2564,2347
OGFOD2,512,682,600,620,671,657
OGFOD3,761,753,698,653,742,739
OGFR,1441,1571,1511,1621,1684,1612
OGFRL1,2969,3326,3197,2607,2965,2811
OGG1,475,492,454,446,548,451
OGN,267,251,188,246,298,234
OGT,15504,15156,14699,14294,15883,14991
OIP5,307,350,339,325,434,324
OIT3,0,0,1,0,1,1
OLA1,3331,3648,3558,3569,3892,3842
OLAH,0,0,0,0,0,0
OLFM1,261,351,338,416,465,424
OLFM2,119,141,125,254,198,227
OLFM3,5,1,2,1,1,1
OLFM4,0,0,0,0,0,0
OLFML1,0,0,0,0,0,0
OLFML2A,515,557,596,419,531,461
OLFML2B,87,86,77,88,80,75
OLFML3,7,7,2,12,11,9
OLIG1,0,0,0,0,0,0
OLIG2,0,0,0,0,0,0
OLIG3,0,0,0,0,0,0
OLR1,3364,3721,3785,4963,5524,5090
OMA1,234,244,242,112,121,122
OMD,287,244,192,261,255,204
OMG,188,157,151,149,159,120
OMP,1,2,0,1,2,8
ONECUT1,2,2,2,2,0,1
ONECUT2,212,207,170,233,255,218
ONECUT3,0,0,0,0,0,1
OOEP,1,0,0,0,1,0
OOSP1,0,0,0,0,0,0
OOSP2,0,0,0,0,0,0
OOSP3,0,0,1,4,1,1
OOSP4A,0,0,0,0,0,0
OOSP4B,0,0,0,0,0,0
OPA1,7203,7757,7755,5993,6880,6377
OPA3,1639,1810,1858,2352,2373,2329
OPALIN,0,0,0,0,0,0
OPCML,0,0,0,0,0,0
OPHN1,1041,1046,930,942,992,1003
OPLAH,540,543,553,568,607,540
OPN1LW,0,0,0,0,0,0
OPN1MW,0,0,0,0,0,0
OPN1MW2,0,0,0,0,0,0
OPN1MW3,0,0,0,0,0,0
OPN1SW,130,106,106,156,148,112
OPN3,46,51,31,46,36,45
OPN4,0,0,1,0,0,1
OPN5,0,0,0,1,0,0
OPRD1,3,3,1,3,4,2
OPRK1,0,0,0,0,2,0
OPRL1,13,15,12,14,17,22
OPRM1,0,0,0,0,0,0
OPRPN,0,0,0,0,0,0
OPTC,5,5,6,2,5,3
OPTN,1650,1719,1707,2123,2149,2358
OR10A2,0,0,0,0,0,0
OR10A3,0,0,0,0,0,0
OR10A4,0,0,0,0,0,0
OR10A5,0,0,0,0,0,0
OR10A6,0,0,0,0,0,0
OR10A7,0,0,0,0,0,0
OR10AD1,31,43,39,36,20,27
OR10AG1,0,0,0,0,0,0
OR10C1,0,0,0,0,0,0
OR10D3,0,1,0,1,0,0
OR10G2,0,0,0,0,0,0
OR10G3,0,0,0,0,0,0
OR10G4,0,0,0,0,0,0
OR10G6,0,0,0,0,0,0
OR10G7,0,0,0,0,0,0
OR10G8,0,0,0,0,0,0
OR10G9,0,0,0,0,0,0
OR10H1,2,2,4,0,0,1
OR10H2,0,0,0,0,0,0
OR10H3,0,0,0,0,0,0
OR10H4,0,0,0,0,0,0
OR10H5,0,0,0,0,0,0
OR10J1,0,0,0,0,0,0
OR10J5,0,0,0,0,0,0
OR10K1,0,0,0,0,0,0
OR10K2,0,0,0,0,0,0
OR10P1,0,0,0,0,0,0
OR10Q1,0,0,0,0,0,0
OR10R2,0,0,0,0,0,0
OR10S1,0,0,0,0,0,0
OR10T2,0,0,0,0,0,0
OR10V1,0,0,0,0,0,0
OR10W1,0,0,0,0,0,0
OR10X1,0,0,0,0,0,0
OR10Z1,0,0,1,0,0,0
OR11A1,0,0,0,0,0,0
OR11G2,0,0,0,0,0,0
OR11H1,4,0,0,0,0,0
OR11H12,0,0,0,0,0,0
OR11H2,0,0,1,0,0,0
OR11H4,0,1,0,0,0,0
OR11H6,0,0,0,0,0,0
OR11L1,0,0,0,0,0,0
OR12D2,0,0,0,0,0,0
OR12D3,0,0,0,0,0,0
OR13A1,0,0,0,0,0,0
OR13C2,0,0,0,0,0,0
OR13C3,0,0,0,0,0,0
OR13C4,0,0,0,0,0,0
OR13C5,0,0,0,0,0,0
OR13C8,0,0,0,0,0,0
OR13C9,0,0,0,0,0,0
OR13D1,0,0,0,0,0,0
OR13F1,0,0,0,0,0,0
OR13G1,0,0,0,0,0,0
OR13H1,90,57,62,86,126,83
OR13J1,0,0,0,0,0,0
OR14A16,0,0,0,0,0,0
OR14A2,1,0,0,0,0,0
OR14C36,0,0,0,0,0,0
OR14I1,0,0,0,0,0,0
OR14J1,0,0,0,0,0,0
OR14K1,0,0,0,0,0,0
OR14L1P,0,0,0,0,0,0
OR1A1,0,0,0,0,0,0
OR1A2,0,0,0,0,0,0
OR1B1,0,0,0,0,0,0
OR1C1,0,0,0,0,0,0
OR1D2,0,0,1,0,0,0
OR1D5,0,0,0,0,0,0
OR1E1,0,0,0,0,0,0
OR1E2,0,0,0,0,0,0
OR1F1,75,105,100,57,60,80
OR1G1,0,0,1,0,0,0
OR1I1,0,0,0,0,0,0
OR1J1,0,0,0,0,0,1
OR1J2,0,0,0,0,0,0
OR1J4,0,0,0,0,0,0
OR1K1,0,1,0,0,0,0
OR1L1,0,0,0,0,0,0
OR1L3,0,0,0,0,0,0
OR1L4,0,1,0,0,0,0
OR1L6,0,0,1,0,0,1
OR1L8,0,0,0,0,0,0
OR1M1,0,0,0,0,0,0
OR1N1,0,0,0,0,0,0
OR1N2,0,0,0,0,0,0
OR1Q1,0,0,0,0,0,0
OR1R1P,0,0,0,0,0,0
OR1S1,0,0,0,0,0,0
OR1S2,0,0,0,0,0,0
OR2A1,2,7,9,1,1,4
OR2A12,0,0,0,1,0,0
OR2A14,2,0,0,0,0,0
OR2A2,0,0,0,0,1,0
OR2A25,0,0,0,0,0,0
OR2A4,0,3,0,0,0,0
OR2A42,7,11,5,0,0,1
OR2A5,0,0,0,0,0,0
OR2A7,33,32,32,32,33,35
OR2AE1,0,0,0,0,0,0
OR2AG1,0,0,0,0,0,0
OR2AG2,0,0,0,0,0,0
OR2AJ1,0,0,0,0,0,0
OR2AK2,0,0,0,0,0,0
OR2AP1,0,0,0,0,0,0
OR2AT4,1,1,1,0,0,1
OR2B11,0,0,0,0,0,0
OR2B2,68,87,65,19,25,23
OR2B3,0,0,0,0,0,0
OR2B6,78,45,56,23,14,26
OR2B8P,1,1,1,0,0,2
OR2C1,0,1,0,0,0,0
OR2C3,0,0,0,0,0,0
OR2D2,0,0,0,0,0,0
OR2D3,0,0,0,0,0,0
OR2F1,0,0,0,0,0,0
OR2F2,0,0,0,0,0,0
OR2G2,0,0,0,0,0,0
OR2G3,0,0,0,0,0,0
OR2G6,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0
OR2H2,0,0,0,0,0,0
OR2I1P,0,0,0,0,0,0
OR2J1,0,0,0,0,0,0
OR2J2,0,0,0,0,0,0
OR2J3,0,0,0,0,0,0
OR2K2,0,0,0,0,0,0
OR2L13,0,0,0,0,0,0
OR2L2,13,15,5,19,24,4
OR2L3,0,0,0,0,0,0
OR2L5,0,0,0,0,0,0
OR2L8,0,0,0,0,0,0
OR2M2,0,0,0,0,0,0
OR2M3,0,0,0,0,0,0
OR2M4,0,0,0,0,0,0
OR2M5,0,0,0,0,0,0
OR2M7,0,0,0,0,0,0
OR2S2,2,1,0,1,2,1
OR2T1,0,0,0,0,0,0
OR2T10,0,0,0,0,0,0
OR2T11,0,0,0,0,0,0
OR2T12,0,0,0,0,0,0
OR2T2,0,0,0,0,0,0
OR2T27,0,0,0,0,0,0
OR2T29,0,0,0,0,0,0
OR2T3,0,0,0,0,0,0
OR2T33,0,0,0,0,0,0
OR2T34,0,0,0,0,0,0
OR2T35,0,0,0,0,0,0
OR2T4,0,0,0,0,0,0
OR2T5,0,0,0,0,0,0
OR2T6,0,0,0,0,0,0
OR2T7,0,0,0,0,0,0
OR2T8,0,0,0,0,0,0
OR2V1,0,0,0,0,0,0
OR2V2,0,0,0,0,0,0
OR2W1,0,0,0,0,0,0
OR2W3,0,0,0,0,0,0
OR2Y1,0,0,0,0,0,0
OR2Z1,0,0,0,0,0,0
OR3A1,0,0,0,0,0,0
OR3A2,0,0,0,0,0,0
OR3A3,0,0,0,0,0,0
OR4A15,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0
OR4A5,0,0,0,0,0,0
OR4B1,0,0,1,4,0,0
OR4C11,0,0,0,0,0,0
OR4C12,0,0,0,0,0,0
OR4C13,0,0,0,0,0,0
OR4C15,0,0,0,0,0,1
OR4C16,0,0,0,0,0,0
OR4C3,0,0,0,0,1,0
OR4C46,0,0,0,0,0,0
OR4C5,0,0,0,0,0,0
OR4C6,0,0,0,0,0,0
OR4D1,0,0,0,0,0,0
OR4D10,0,0,0,0,0,0
OR4D11,0,0,0,0,0,0
OR4D2,0,0,0,0,0,0
OR4D5,0,0,0,0,0,0
OR4D6,0,0,0,0,0,0
OR4D9,0,0,0,0,0,0
OR4E1,0,0,0,0,0,0
OR4E2,0,0,0,0,0,0
OR4F15,0,0,4,0,0,0
OR4F16,34,25,35,42,28,17
OR4F17,0,0,0,0,0,0
OR4F21,1,1,0,1,1,0
OR4F29,1,0,1,0,0,0
OR4F3,9,10,6,7,1,1
OR4F5,0,0,0,0,0,0
OR4F6,1,0,0,0,0,0
OR4K1,0,0,0,0,0,0
OR4K13,0,0,0,0,0,0
OR4K14,0,0,0,0,0,0
OR4K15,0,0,0,0,0,0
OR4K17,0,0,0,0,0,0
OR4K2,0,0,0,0,0,0
OR4K5,0,0,0,0,0,0
OR4L1,0,0,0,0,0,0
OR4M1,0,0,0,0,0,0
OR4M2,0,0,0,0,0,0
OR4M2B,0,0,0,0,0,0
OR4N2,0,0,0,0,0,0
OR4N4,0,0,0,0,0,0
OR4N4C,0,0,0,0,0,0
OR4N5,0,0,0,0,0,0
OR4P4,0,0,0,0,0,0
OR4Q3,0,0,0,0,0,0
OR4S1,0,0,0,0,0,0
OR4S2,0,0,0,0,0,0
OR4X1,0,0,0,0,0,0
OR4X2,0,0,0,0,0,0
OR51A2,0,0,0,0,0,0
OR51A4,0,0,0,0,0,0
OR51A7,0,0,0,0,0,0
OR51B2,0,0,0,0,0,0
OR51B4,0,0,0,0,0,0
OR51B5,0,1,0,2,4,0
OR51B6,1,0,0,0,0,0
OR51C1P,0,0,0,0,0,0
OR51D1,0,0,0,0,0,0
OR51E1,0,0,0,0,0,0
OR51E2,0,0,0,0,0,0
OR51F1,0,0,0,0,0,0
OR51F2,0,0,0,0,0,0
OR51G1,0,0,0,0,0,0
OR51G2,0,0,0,0,0,0
OR51I1,0,0,1,0,0,1
OR51I2,1,0,2,1,2,2
OR51J1,1,0,0,1,0,0
OR51L1,0,0,0,0,0,0
OR51M1,0,0,0,1,0,1
OR51Q1,0,0,1,1,0,0
OR51S1,0,0,0,0,0,0
OR51T1,0,0,0,0,0,0
OR51V1,0,0,0,0,0,0
OR52A1,0,0,0,0,0,0
OR52A5,0,0,0,0,0,0
OR52B2,2,0,0,1,2,0
OR52B4,0,0,0,1,0,0
OR52B6,0,0,1,2,2,0
OR52D1,0,2,1,0,4,4
OR52E2,0,0,0,0,0,0
OR52E4,0,0,0,0,0,0
OR52E5,0,0,0,0,0,0
OR52E6,0,0,0,0,0,0
OR52E8,0,0,0,0,0,0
OR52H1,0,0,0,0,0,0
OR52I1,0,0,0,0,0,0
OR52I2,0,0,0,0,0,0
OR52J3,0,0,0,0,0,0
OR52K1,0,0,0,0,0,0
OR52K2,0,0,0,0,0,0
OR52L1,0,0,0,0,0,0
OR52M1,0,0,0,0,0,0
OR52N1,0,0,0,0,0,0
OR52N2,0,0,0,0,0,0
OR52N4,0,0,0,0,0,0
OR52N5,0,0,0,0,0,0
OR52R1,0,0,0,0,0,0
OR52W1,14,6,1,2,2,6
OR56A1,0,0,1,1,0,0
OR56A3,0,0,0,0,0,0
OR56A4,0,0,0,0,0,0
OR56A5,0,0,0,0,0,0
OR56B1,0,0,0,0,0,0
OR56B2P,0,0,0,0,0,0
OR56B4,0,2,1,1,0,0
OR5A1,0,0,0,0,0,0
OR5A2,0,0,0,0,0,0
OR5AC2,0,0,0,0,0,0
OR5AK2,0,0,0,0,0,0
OR5AN1,0,0,0,0,0,0
OR5AP2,0,0,0,0,0,0
OR5AR1,0,0,0,0,0,0
OR5AS1,0,0,0,0,0,0
OR5AU1,2,0,0,0,0,0
OR5B12,0,0,0,0,0,0
OR5B17,0,0,0,0,0,0
OR5B2,0,0,0,0,0,0
OR5B21,0,0,1,1,0,0
OR5B3,0,0,0,0,0,0
OR5BS1P,0,0,0,0,0,0
OR5C1,0,0,0,0,0,0
OR5D13,0,0,0,0,0,0
OR5D14,0,0,0,0,0,0
OR5D16,0,0,0,0,0,0
OR5D18,0,0,0,0,0,0
OR5D3P,0,0,0,0,0,0
OR5F1,0,0,0,0,0,0
OR5H1,0,0,0,0,0,0
OR5H14,0,0,0,0,0,0
OR5H15,0,0,0,0,0,0
OR5H2,0,0,0,0,0,0
OR5H6,0,0,0,0,0,0
OR5I1,0,0,0,0,0,0
OR5J2,0,0,0,0,0,0
OR5K1,0,0,0,0,0,0
OR5K2,0,0,0,0,0,0
OR5K3,0,0,0,0,0,0
OR5K4,0,0,0,0,0,0
OR5L1,0,0,0,0,0,0
OR5L2,0,0,0,0,0,0
OR5M1,0,0,0,0,0,0
OR5M10,0,0,0,0,0,0
OR5M11,0,0,0,0,0,0
OR5M3,0,0,0,0,0,0
OR5M8,0,0,0,0,0,0
OR5M9,0,0,0,0,0,0
OR5P2,0,0,0,0,0,0
OR5P3,0,0,4,0,0,0
OR5T1,0,0,0,0,0,0
OR5T2,0,0,0,0,0,0
OR5T3,0,0,0,0,0,0
OR5V1,0,0,0,0,0,0
OR5W2,0,0,0,0,0,0
OR6A2,0,0,0,0,0,0
OR6B1,0,0,0,0,0,0
OR6B2,0,0,0,0,0,0
OR6B3,0,0,0,0,0,0
OR6C1,0,0,0,0,0,1
OR6C2,0,0,0,0,0,0
OR6C3,0,0,0,0,0,0
OR6C4,0,0,0,0,0,0
OR6C6,0,0,0,0,0,0
OR6C65,0,0,0,0,0,0
OR6C68,0,0,0,0,0,0
OR6C70,0,0,0,0,0,0
OR6C74,0,0,0,0,0,0
OR6C75,0,0,0,0,0,0
OR6C76,0,0,0,0,0,0
OR6F1,0,0,0,0,0,0
OR6J1,2,0,1,1,1,2
OR6K2,0,0,0,0,0,0
OR6K3,0,0,0,0,0,0
OR6K6,0,0,0,0,0,0
OR6M1,0,0,0,0,0,0
OR6N1,0,0,0,0,0,0
OR6N2,0,0,0,0,0,0
OR6P1,0,0,0,0,0,0
OR6Q1,0,0,0,0,0,0
OR6S1,0,0,0,0,0,0
OR6T1,0,0,0,0,0,0
OR6V1,3,3,0,1,0,0
OR6X1,0,0,0,0,0,0
OR6Y1,0,0,0,0,0,0
OR7A10,0,0,0,0,0,0
OR7A17,0,0,0,0,0,0
OR7A5,0,0,0,0,0,0
OR7C1,0,0,0,0,0,2
OR7C2,0,0,0,0,0,0
OR7D2,0,0,0,0,0,0
OR7D4,0,0,0,0,0,0
OR7E24,0,0,0,0,0,0
OR7G1,0,0,0,0,0,0
OR7G2,0,0,0,0,0,0
OR7G3,0,0,0,0,0,0
OR8A1,0,0,4,0,0,0
OR8B12,0,0,0,0,0,0
OR8B2,1,0,0,1,0,0
OR8B3,0,0,0,0,0,0
OR8B4,0,0,0,0,0,0
OR8B8,0,0,0,0,0,0
OR8D1,0,1,0,1,2,1
OR8D2,0,0,0,0,0,0
OR8D4,0,0,0,0,0,0
OR8G1,0,1,0,1,0,1
OR8G5,1,0,2,1,0,0
OR8H1,0,0,0,0,0,0
OR8H2,0,0,0,0,0,0
OR8H3,0,0,0,0,0,0
OR8I2,0,0,0,0,0,0
OR8J1,0,0,0,0,0,0
OR8J3,0,0,0,0,0,0
OR8K1,0,0,0,0,0,0
OR8K3,0,0,0,0,0,0
OR8K5,0,0,0,0,0,0
OR8S1,0,0,0,0,0,0
OR8U1,0,0,0,0,0,0
OR8U3,0,0,0,0,0,0
OR9A2,2,1,0,1,0,0
OR9A4,0,0,0,0,1,0
OR9G1,0,0,0,0,0,0
OR9G4,0,0,0,0,0,0
OR9I1,0,0,1,0,0,0
OR9K2,0,0,0,0,0,0
OR9Q1,0,0,0,0,0,0
OR9Q2,0,0,0,0,0,0
ORAI1,533,609,607,702,748,644
ORAI2,426,531,468,394,508,490
ORAI3,505,559,490,350,427,425
ORC1,2673,2817,2972,3088,3471,3270
ORC2,2100,2238,2239,2055,2203,2042
ORC3,2202,2277,2445,2919,3077,2872
ORC4,855,967,928,872,1012,995
ORC5,694,633,681,399,604,525
ORC6,848,909,982,977,1209,1055
ORM1,0,0,0,1,0,0
ORM2,3,1,4,4,3,4
ORMDL1,1140,1113,1230,958,1136,1061
ORMDL2,1544,1760,1723,1777,1914,1827
ORMDL3,1114,1096,1115,1666,1818,1664
OS9,6249,6703,7200,7889,8542,8357
OSBP,5047,5619,5835,6684,7105,6684
OSBP2,1114,1188,1082,1244,1345,1332
OSBPL10,5692,5861,5804,3795,4248,3847
OSBPL11,1664,1768,1915,1974,2166,2076
OSBPL1A,1832,1919,1812,1404,1420,1455
OSBPL2,2476,2678,2669,3148,3366,3445
OSBPL3,1160,1222,1212,1220,1218,1107
OSBPL5,3225,3228,3244,3119,3327,3205
OSBPL6,406,398,415,484,550,501
OSBPL7,827,786,614,761,908,888
OSBPL8,5526,5768,5762,5212,5840,5521
OSBPL9,4062,4516,4400,4744,5418,4784
OSCAR,19,23,24,13,7,13
OSCP1,83,58,77,56,54,66
OSER1,4878,4708,4608,3935,4489,4217
OSGEP,754,757,786,714,788,762
OSGEPL1,484,538,518,355,423,361
OSGIN1,89,100,113,335,295,308
OSGIN2,1915,2075,2008,2773,3186,2814
OSM,5,1,0,1,3,4
OSMR,6604,6830,6949,8219,8762,8040
OSR1,0,0,0,0,4,0
OSR2,151,224,212,188,210,222
OST4,2995,3153,3451,4123,4256,3948
OSTC,3151,3331,3409,3062,3680,3477
OSTF1,621,752,741,935,976,986
OSTM1,483,514,508,429,515,508
OSTN,0,0,0,0,0,0
OTC,0,0,0,0,0,0
OTOA,1,0,0,0,0,0
OTOF,5,4,6,8,4,5
OTOG,1,1,1,1,4,0
OTOGL,8,6,3,0,0,0
OTOL1,0,0,0,0,0,0
OTOP1,0,0,0,0,0,0
OTOP2,0,0,0,0,0,1
OTOP3,0,0,0,0,0,0
OTOR,0,0,0,0,0,0
OTOS,0,1,0,0,1,2
OTP,0,0,0,0,0,0
OTUB1,1300,1333,1327,1790,1937,1719
OTUB2,397,407,397,490,526,470
OTUD1,486,500,563,812,907,982
OTUD3,1013,1169,1076,1074,1194,1121
OTUD4,3955,3966,4067,3468,3863,3745
OTUD5,3357,3602,3313,4516,4847,4601
OTUD6A,0,0,0,0,0,0
OTUD6B,708,678,693,774,765,741
OTUD7A,0,1,4,2,4,2
OTUD7B,5449,5774,5618,6919,7122,7103
OTULIN,3593,3837,3688,3665,4080,3867
OTULINL,823,712,803,728,778,702
OTX1,125,149,154,161,218,187
OTX2,0,0,0,0,0,0
OVCA2,23,30,33,25,14,23
OVCH1,98,106,115,37,64,53
OVCH2,0,0,1,0,0,1
OVGP1,125,92,91,141,126,147
OVOL1,1,2,1,0,2,0
OVOL2,0,0,0,0,0,0
OVOL3,3,12,14,10,16,13
OXA1L,8115,8753,8929,7414,8328,7813
OXCT1,8356,9072,9000,6861,7929,7208
OXCT2,53,38,35,77,76,66
OXER1,10,19,15,10,8,11
OXGR1,0,0,0,0,0,0
OXLD1,806,884,1015,761,882,793
OXNAD1,2250,2304,2291,2635,3076,2587
OXR1,2012,2136,2091,2176,2412,2180
OXSM,249,333,292,278,309,337
OXSR1,3503,3929,3824,4239,4890,4568
OXT,1,0,0,0,0,0
OXTR,70,85,113,95,110,62
P2RX1,2,5,2,0,8,5
P2RX2,120,67,50,78,88,59
P2RX3,230,208,192,404,410,402
P2RX4,304,358,352,299,319,266
P2RX5,2007,2067,2051,2566,2934,2709
P2RX6,249,193,174,152,153,150
P2RX7,1,0,2,2,0,0
P2RY1,0,0,0,0,0,0
P2RY10,0,0,0,0,0,0
P2RY11,0,0,0,0,0,0
P2RY12,2,2,7,4,22,21
P2RY13,16,4,13,16,12,16
P2RY14,0,0,0,0,0,1
P2RY2,131,132,128,182,133,170
P2RY4,1,6,11,15,7,5
P2RY6,762,808,815,1015,1093,1041
P2RY8,0,0,0,0,0,0
P3H1,3712,4187,3970,4590,5079,4792
P3H2,209,242,246,248,355,273
P3H3,559,529,555,687,783,740
P3H4,4434,4820,4915,5731,6162,5920
P3R3URF,1,0,1,7,5,1
P3R3URF-PIK3R3,0,0,0,0,0,0
P4HA1,5613,5956,5833,7774,8086,7947
P4HA2,5468,5479,6074,7790,8624,8223
P4HA3,286,234,263,329,282,251
P4HB,19634,21446,22513,29468,32037,30650
P4HTM,1545,1690,1673,1729,1843,1769
PA2G4,8633,9571,9433,8686,9312,9032
PAAF1,1418,1578,1547,2054,2209,2051
PABIR1,717,816,868,702,865,717
PABIR2,1840,1913,1716,1879,2053,1925
PABIR3,435,372,383,397,404,367
PABPC1,50077,54191,53360,53724,57621,55478
PABPC1L,67,82,69,84,92,80
PABPC1L2A,0,0,0,0,0,0
PABPC1L2B,0,0,0,0,0,0
PABPC3,32,46,30,53,50,42
PABPC4,10147,10593,10794,6418,6973,6228
PABPC4L,578,694,717,525,683,599
PABPC5,0,0,0,0,0,0
PABPN1,469,497,468,468,478,560
PABPN1L,6,15,8,3,9,9
PACC1,679,681,625,900,966,826
PACRG,0,0,3,0,0,6
PACRGL,481,517,444,446,516,490
PACS1,4587,4786,4811,4393,4583,4244
PACS2,1854,1984,1949,1652,1759,1770
PACSIN1,26,22,14,40,20,34
PACSIN2,2341,2676,2718,3101,3323,3144
PACSIN3,2179,2414,2481,2283,2418,2393
PADI1,14,32,35,28,28,25
PADI2,0,0,0,2,1,0
PADI3,10,10,8,15,15,13
PADI4,0,4,0,0,1,4
PADI6,0,0,0,0,0,0
PAEP,0,0,0,0,0,0
PAF1,1200,1316,1170,1415,1450,1386
PAFAH1B1,7358,7424,7307,7162,8012,7573
PAFAH1B2,7571,7975,8173,7794,8501,8190
PAFAH1B3,435,551,521,676,734,673
PAFAH2,277,296,303,402,415,450
PAG1,15,16,15,29,48,25
PAGE1,2488,2810,2471,2347,2478,2303
PAGE2,0,0,0,0,1,0
PAGE2B,2,2,5,10,9,11
PAGE3,0,0,0,0,0,0
PAGE4,0,0,0,0,0,0
PAGE5,19,8,17,17,9,13
PAGR1,1120,1178,1107,1206,1402,1169
PAH,0,0,0,0,0,0
PAICS,22365,23864,23851,22554,24938,23980
PAIP1,4403,4708,4769,3902,4670,4220
PAIP2,3505,3903,3617,4241,4419,4306
PAIP2B,57,88,75,106,151,83
PAK1,1712,1688,1866,2046,2298,2224
PAK1IP1,1450,1599,1527,1287,1639,1503
PAK2,6555,7246,6937,6397,7004,6853
PAK3,0,0,0,0,0,0
PAK4,1249,1439,1440,1842,2008,1771
PAK5,0,0,0,0,0,0
PAK6,1,15,8,17,21,13
PALB2,1791,1935,1992,1694,1812,1677
PALD1,114,119,126,128,186,166
PALLD,4645,5237,5025,4804,5316,5253
PALM,1448,1589,1618,1873,1981,1913
PALM2AKAP2,3656,4091,4150,4221,5044,4456
PALM3,5,4,6,12,9,9
PALMD,693,677,651,438,535,544
PALS1,3103,3291,3152,3135,3529,3187
PALS2,2241,2553,2390,2006,2242,2289
PAM,4343,4522,4872,4933,5338,5391
PAM16,8,8,7,6,7,11
PAMR1,0,1,0,0,0,0
PAN2,2156,2306,2405,2632,3081,2927
PAN3,2006,2056,2103,1668,1868,1738
PANK1,1169,1240,1091,1280,1447,1253
PANK2,1646,1449,1502,1376,1515,1368
PANK3,11594,12019,12209,11938,13393,12571
PANK4,1035,1006,1037,1398,1606,1551
PANO1,55,50,53,35,31,41
PANX1,2343,2379,2494,2839,3406,3038
PANX2,461,456,479,911,982,942
PANX3,0,1,1,0,0,0
PAOX,7,9,15,8,8,9
PAPLN,1169,1050,1068,1111,1197,1044
PAPOLA,18698,19823,19653,17464,19624,17973
PAPOLB,0,0,0,0,0,0
